PREDICATE,SUBJECT_NAME,OBJECT_NAME,Factuality_Score,Cancer_Type,Category,text,Predicted_Cancer_Type
AFFECTS,biological_process,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Phenomenon or Process,biological_process Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Gelatinase B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Gelatinase B Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,MAP Kinase Gene,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MAP Kinase Gene Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,"TGFB1 protein, human|TGFB1",Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,"Amino Acid, Peptide, or Protein","TGFB1 protein, human|TGFB1 Breast cancer invasive NOS",Female Breast Cancer
CAUSES,E2F1 gene|E2F1|UBE2L3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,E2F1 gene|E2F1|UBE2L3 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,VEGFA,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Other,VEGFA Breast cancer recurrent,Recurrent Breast Cancer
AFFECTS,soy protein isolate,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,"Amino Acid, Peptide, or Protein",soy protein isolate Breast cancer recurrent,Recurrent Breast Cancer
PREDISPOSES,"Polycyclic Hydrocarbons, Aromatic",Carcinoma of Male Breast,0.0049950049950049,Male Breast Cancer,"Element, Ion, or Isotope","Polycyclic Hydrocarbons, Aromatic Carcinoma of Male Breast",Male Breast Cancer
AUGMENTS,MED28,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Other,MED28 Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
DISRUPTS,Selenium,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Selenium Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Immunoglobulin A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Immunoglobulin A Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,MED28,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,MED28 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,ARHI gene|DIRAS3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ARHI gene|DIRAS3 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,claudin 6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,claudin 6 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Superior Vena Cava Syndrome,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Disease or Syndrome,Superior Vena Cava Syndrome Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,S100 Proteins|S100A1|S100B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",S100 Proteins|S100A1|S100B Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Precancerous lesions,Ductal Breast Carcinoma,0.0009990009990009,Female Breast Cancer,Neoplastic Process,Precancerous lesions Ductal Breast Carcinoma,Female Breast Cancer
AUGMENTS,PLEKHF1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,PLEKHF1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Associated symptom,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Associated symptom Malignant neoplasm of breast,Female Breast Cancer
CAUSES,WNT5A gene|WNT5A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,WNT5A gene|WNT5A Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,2q34,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,2q34 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,fucoidan,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,fucoidan Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,5-7-oxo-zeaenol,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,5-7-oxo-zeaenol Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,"ESR1 protein, human|ESR1",Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,"Amino Acid, Peptide, or Protein","ESR1 protein, human|ESR1 Breast cancer invasive NOS",Female Breast Cancer
AUGMENTS,EGFR|ENAH,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,EGFR|ENAH Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,coactivator-associated arginine methyltransferase 1|CARM1,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other,coactivator-associated arginine methyltransferase 1|CARM1 Breast cancer invasive NOS,Female Breast Cancer
AFFECTS,ACKR3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,ACKR3 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Chloroquine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Chloroquine Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,"Ribosomal Protein S6 Kinases, 70-kDa|UBASH3B",Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein","Ribosomal Protein S6 Kinases, 70-kDa|UBASH3B Malignant neoplasm of breast",Female Breast Cancer
PREDISPOSES,Does play,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Does play Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Weight maintenance regimen,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Weight maintenance regimen Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,RAP1GDS1|KIFAP3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,RAP1GDS1|KIFAP3 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Methionine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Methionine Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,LPO,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,LPO Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,PIP,Ductal Breast Carcinoma,0.0009990009990009,Female Breast Cancer,Other,PIP Ductal Breast Carcinoma,Female Breast Cancer
PREDISPOSES,ING1 gene|ING1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ING1 gene|ING1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,proneurotensin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,proneurotensin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Dehydroepiandrosterone Sulfate,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other,Dehydroepiandrosterone Sulfate Breast cancer invasive NOS,Female Breast Cancer
DISRUPTS,PRKD1 gene|PRKD1,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Gene or Genome,PRKD1 gene|PRKD1 Breast cancer invasive NOS,Female Breast Cancer
AUGMENTS,EGb 761,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,EGb 761 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,TIAM1 gene|TIAM1,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Gene or Genome,TIAM1 gene|TIAM1 Breast cancer invasive NOS,Female Breast Cancer
AUGMENTS,mortalin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,mortalin Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,PTEN gene|PTEN,Noninfiltrating Intraductal Carcinoma,0.0109890109890109,Female Breast Cancer,Gene or Genome,PTEN gene|PTEN Noninfiltrating Intraductal Carcinoma,Female Breast Cancer
DISRUPTS,CACNA1A,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Other,CACNA1A Breast cancer metastatic,Female Breast Cancer
AFFECTS,osteopontin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,osteopontin Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,biological_process,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Phenomenon or Process,biological_process Breast cancer invasive NOS,Female Breast Cancer
AUGMENTS,XIST,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,XIST Malignant neoplasm of breast,Female Breast Cancer
CAUSES,CISH,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,CISH Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Interleukin-6|IL6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Interleukin-6|IL6 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,COX5B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,COX5B Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Adenoid Cystic Carcinoma,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Adenoid Cystic Carcinoma Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,AHNAK,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,AHNAK Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,MRPS18A gene|MRPS18A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,MRPS18A gene|MRPS18A Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,no positive axillary nodes,Breast cancer recurrent,0.0049950049950049,Recurrent Breast Cancer,Other,no positive axillary nodes Breast cancer recurrent,Recurrent Breast Cancer
PREDISPOSES,Vitamin B2 intake,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food,Vitamin B2 intake Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,chitotriosidase,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,chitotriosidase Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,PROSTATE SPECIFIC,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,PROSTATE SPECIFIC Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Adjuvant response,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Adjuvant response Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,E-Cadherin,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other,E-Cadherin Breast cancer invasive NOS,Female Breast Cancer
AFFECTS,Platinum salt,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Platinum salt Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Insulin Receptor|INSR,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Insulin Receptor|INSR Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,ATM gene|ATM,Female Breast Carcinoma,0.0049950049950049,Female Breast Cancer,Gene or Genome,ATM gene|ATM Female Breast Carcinoma,Female Breast Cancer
PREDISPOSES,Mineralocorticoid Receptor|DHCR24,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Food,Mineralocorticoid Receptor|DHCR24 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CREB3L1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,CREB3L1 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,Melatonin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Melatonin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Antilipemic Agents,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical Viewed Functionally,Antilipemic Agents Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,ITK gene|ITK,Breast cancer metastatic,0.0279720279720279,Female Breast Cancer,Gene or Genome,ITK gene|ITK Breast cancer metastatic,Female Breast Cancer
AUGMENTS,Interleukin-6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Interleukin-6 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,CXCL10 gene|CXCL10,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CXCL10 gene|CXCL10 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Fibroadenoma,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Fibroadenoma Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,MicroRNAs,Carcinoma of Male Breast,0.0049950049950049,Male Breast Cancer,"Nucleic Acid, Nucleoside, or Nucleotide",MicroRNAs Carcinoma of Male Breast,Male Breast Cancer
AFFECTS,FANCM,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,FANCM Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,6/6,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,6/6 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Thyroxine,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Thyroxine Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,antibody therapy,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Indicator, Reagent, or Diagnostic Aid",antibody therapy Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Gastrin|GAST,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Gastrin|GAST Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Peanuts - dietary,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Peanuts - dietary Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Pancreatic carcinoma,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Neoplastic Process,Pancreatic carcinoma Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,EREG|ESR1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,EREG|ESR1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,KIF4A gene|KIF4A,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,KIF4A gene|KIF4A Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,DNA Repair Gene,Female Breast Carcinoma,0.0049950049950049,Female Breast Cancer,Gene or Genome,DNA Repair Gene Female Breast Carcinoma,Female Breast Cancer
AFFECTS,Acetate,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Acetate Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Breast Microcalcification,Breast Carcinoma,0.0279720279720279,Female Breast Cancer,"Element, Ion, or Isotope",Breast Microcalcification Breast Carcinoma,Female Breast Cancer
AUGMENTS,IFI27|PSMD9|SSSCA1|DCTN6|TMED7,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,IFI27|PSMD9|SSSCA1|DCTN6|TMED7 Malignant neoplasm of breast,Female Breast Cancer
CAUSES,Compete,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Compete Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,IL1B gene|IL1B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,IL1B gene|IL1B Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,IL4R gene|IL4R,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,IL4R gene|IL4R Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Crystallins,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Crystallins Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,MSX2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,MSX2 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,YBX1,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,YBX1 Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,valdecoxib,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,valdecoxib Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,Mitomycin,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Mitomycin Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,Enhancing Lesion,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Element, Ion, or Isotope",Enhancing Lesion Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,PRRT2,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,PRRT2 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Sulfuric Acid Esters,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Chemical,Sulfuric Acid Esters Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,EGFL7,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,EGFL7 Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,CXCL13 gene|CXCL13,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CXCL13 gene|CXCL13 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,Malignant neoplasm of breast,Contralateral breast cancer,0.0019980019980019,Female Breast Cancer,Neoplastic Process,Malignant neoplasm of breast Contralateral breast cancer,Female Breast Cancer
AUGMENTS,beta catenin,"Carcinoma, Ductal, Breast",0.0029970029970029,Female Breast Cancer,Other,"beta catenin Carcinoma, Ductal, Breast",Female Breast Cancer
AUGMENTS,ERBB3 gene|ERBB3,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,ERBB3 gene|ERBB3 Malignant neoplasm of breast,Female Breast Cancer
DISRUPTS,LRRC3B,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,LRRC3B Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Nitric Oxide Synthase Type II,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,Nitric Oxide Synthase Type II Malignant neoplasm of breast,Female Breast Cancer
AUGMENTS,Thromboplastin,Breast cancer invasive NOS,0.0099900099900099,Female Breast Cancer,Other,Thromboplastin Breast cancer invasive NOS,Female Breast Cancer
CAUSES,Amyloid beta-Protein Precursor,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,"Amino Acid, Peptide, or Protein",Amyloid beta-Protein Precursor Malignant neoplasm of breast,Female Breast Cancer
PREDISPOSES,CD24,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Other,CD24 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,CAPN9 gene|CAPN9,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,CAPN9 gene|CAPN9 Malignant neoplasm of breast,Female Breast Cancer
AFFECTS,KIAA1199 gene|CEMIP,Malignant neoplasm of breast,0.3386613386613387,Female Breast Cancer,Gene or Genome,KIAA1199 gene|CEMIP Malignant neoplasm of breast,Female Breast Cancer
